"Produto";"Grupo";"Quantidade";"Valor"
"COMBINADO MIX";"COMBINADOS";"3,000";"787,85"
"COMBINADO SUNRISE";"COMBINADOS";"6,000";"635,57"
"COMBINADO ESPECIAL";"COMBINADOS";"3,000";"611,38"
"COMBINADO PRIME";"COMBINADOS";"7,000";"606,41"
"COUVERT ARTISTICO";"SUCOS E AGUA DE COCO";"32,000";"445,03"
"CARBONARA ";"PASTE";"5,000";"300,97"
"COMBINADO SUNSET";"COMBINADOS";"7,000";"300,32"
"TEPPAN DE SALMAO";"VERDURAS E LEGUMES";"3,000";"277,57"
"TEMAKI HARU SALMAO, CAMARAO C/ QUEIJO";"TEMAKI";"6,000";"261,74"
"USSUZUKURI TRUFADO";"TRUFADOS";"3,000";"254,12"
"LASANHA ALLA ITA";"PASTE";"4,000";"253,70"
"FITZGERALD BOMBAY";"DRINKS";"9,000";"253,08"
"OLD PARR DOSE";"DESTILADOS";"10,000";"251,18"
"MANHANTTAN";"ESPECIAIS ";"6,000";"242,20"
"COCA COLA ZERO LATA";"BEBIDAS GELADAS";"22,000";"223,85"
"MORANDE VISIONARIO CHARDONNAY ";"BRANCOS";"2,000";"209,00"
"BOSSA BRAMBLE";"DRINKS";"7,000";"205,72"
"TEMAKI HARU SALMAO GRELHADO C/ QUEIJO";"TEMAKI";"6,000";"197,77"
"POLVO CONFIT";"DEL MARE";"2,000";"195,80"
"SALMÃO NA CROSTA DE GERGELIM";"DEL MARE";"2,000";"195,58"
"COMBINADO SUNSHINE";"COMBINADOS";"1,000";"181,50"
"RISOTTO SURF AND TURF";"RISOTTI";"2,000";"171,60"
"SASHIMI SALMAO";"SASHIMI";"4,000";"167,07"
"GAMBERI GRATINATE";"DEL MARE";"2,000";"162,80"
"COMBINADO LOW CARB 12 PECAS";"COMBINADOS";"1,000";"158,04"
"EBISHIN";"FRUTAS";"4,000";"154,40"
"TATAKI DE SALMÃO";"ENTRADAS SUSHI";"3,000";"154,06"
"HOT CAMARAO C/CREAM CHEESE";"HOT";"6,000";"151,19"
"TEMAKI SALMAO C/ QUEIJO";"TEMAKI";"5,000";"149,11"
"PENNE DE SALMAO AO LIMONE";"PASTE";"2,000";"147,40"
"BATERA SHAKE TORO";"ESPECIAIS ";"3,000";"144,88"
"FETTUCCINE DE FILE AO FUNGHI ";"PASTE";"2,000";"140,80"
