"Produto";"Grupo";"Quantidade";"Valor"
"COMBINADO MIX";"COMBINADOS";"5,000";"1252,60"
"COMBINADO ESPECIAL";"COMBINADOS";"4,000";"865,40"
"COUVERT ARTISTICO";"SUCOS E AGUA DE COCO";"46,000";"647,38"
"CARBONARA ";"PASTE";"9,000";"574,20"
"SALMÃO NA CROSTA DE GERGELIM";"DEL MARE";"4,000";"389,19"
"GAMBERI GRATINATE";"DEL MARE";"4,000";"325,60"
"COMBINADO LOW CARB 12 PECAS";"COMBINADOS";"2,000";"317,59"
"VINHO BRANCO TAÇA";"TACAS";"9,000";"265,62"
"SASHIMI SALMAO";"SASHIMI";"6,000";"254,91"
"EBI RUBRA";"ESPECIAIS ";"6,000";"248,72"
"COMBINADO PRIME";"COMBINADOS";"3,000";"247,97"
"AGUA INDAIA SEM GAS";"BEBIDAS GELADAS";"23,000";"224,06"
"PONTO NERO LIVE DREAM";"BORBULHAS";"2,000";"216,78"
"SODA ITALIANA";"BEBIDAS GELADAS";"11,000";"216,47"
"TEMAKI HARU SALMAO, CAMARAO C/ QUEIJO";"TEMAKI";"5,000";"213,87"
"FETTUCCINE DE FILE AO FUNGHI ";"PASTE";"3,000";"209,60"
"FITZGERALD BOMBAY";"DRINKS";"7,000";"209,31"
"MANHANTTAN";"ESPECIAIS ";"5,000";"207,89"
"BRIE C/GELEIA DE PIMENTA";"ESPECIAIS ";"5,000";"207,45"
"COCA COLA ZERO LATA";"BEBIDAS GELADAS";"20,000";"203,87"
"COSECHA TARAPACA CHARDONNAY ";"BRANCOS";"2,000";"196,58"
"FILETTO ALLA ITA";"LA CARNE";"2,000";"189,20"
"COMBINADO SUNSHINE";"COMBINADOS";"1,000";"180,41"
"POLVO CONFITADO";"VERDURAS E LEGUMES";"2,000";"172,72"
"USSUZUKURI TRUFADO";"TRUFADOS";"2,000";"172,35"
"CABRIZ COLHEITA TINTO";"TINTOS";"1,000";"163,08"
"CORDERO CON PIEL DE LOBO MALBEC ";"TINTOS";"1,000";"153,23"
"C MIX";"TRUFADOS";"2,000";"148,68"
"TEMAKI SALMAO C/ QUEIJO";"TEMAKI";"5,000";"146,16"
"MOSCOW MULE SMIRNOFF";"DRINKS";"6,000";"145,64"
"TERRE SICILIANE PINOT GRIGIO";"BRANCOS";"1,000";"136,90"
"VINHO VERDE CASAL MENDES";"BRANCOS";"1,000";"136,89"
"FILETTO ALLA GORGONZOLA";"LA CARNE";"2,000";"133,02"
"MADAME";"DRINKS";"4,000";"129,83"
"BRUSQUETA PARMA,BRIE & MELE AL TARTUFO";"ENTRADAS ITA";"3,000";"127,72"
"LASANHA ALLA ITA";"PASTE";"2,000";"126,15"
"HOT SALMAO C/CREAM CHEESE";"HOT";"5,000";"125,94"
"HOT CAMARAO C/CREAM CHEESE";"HOT";"5,000";"125,94"
"FILE  TRINCHADO ROTI";"COZINHA FUJI";"2,000";"121,93"
"COMBINADO SUNSET";"COMBINADOS";"3,000";"121,69"
"MOSCOW MULE BOMBAY";"DRINKS";"3,000";"120,89"
"COMBINADO SUNRISE";"COMBINADOS";"1,000";"120,39"
"TEMAKI SALMAO, CAMARAO C/ QUEIJO";"TEMAKI";"3,000";"115,39"
"TROUXINHA DE DOCE DE LEITE 4UND";"SOBREMESA FUJI";"3,000";"114,94"
"TORTA DE NUTELLA";"SOBREMESA FUJI";"3,000";"114,86"
"STEAK  TARTUFO";"LA CARNE";"1,000";"108,90"
"AGUA INDAIA COM GAS ";"BEBIDAS GELADAS";"11,000";"106,98"
"ROCK SHIRIMP";"FRUTAS";"2,000";"105,26"
"RETIRAR";"ENTRADAS SUSHI";"2,000";"105,06"
"MORANDE VISIONARIO ROSE";"BRANCOS";"1,000";"103,77"
"EBISHIN";"FRUTAS";"3,000";"100,65"
"COCONUT SHRIMP";"FRUTAS";"2,000";"98,78"
"POLVO CONFIT";"DEL MARE";"1,000";"97,90"
"ROCK CHICKEN";"FRUTAS";"3,000";"92,18"
"SALMON  BALL";"FRUTAS";"4,000";"87,56"
"MONTE INFINITUS CHARDONNAY";"BRANCOS";"1,000";"86,23"
"HOT FUJI CROCK";"HOT";"3,000";"85,21"
"TEMAKI HARU CAMARAO C/ QUEIJO";"TEMAKI";"2,000";"85,18"
"TIGRADO";"ESPECIAIS ";"2,000";"82,84"
"SALMAO C/ SHIMEJI NO ALUMINIO";"FRUTAS";"1,000";"78,79"
"HARUMAKI DE CAMARAO C/ CATUPIRY - 2 UN";"FRUTAS";"3,000";"76,22"
"GIN TONICA ORIGINAL";"DRINKS";"2,000";"76,05"
"GIN TONICA MORANGO";"DRINKS";"2,000";"75,72"
"CERVEJA STELLA ARTOIS";"CERVEJAS";"5,000";"75,58"
"YCAMARAO";"VERDURAS E LEGUMES";"1,000";"75,14"
"FETTUCCINE DE CAMARAO THAI";"COZINHA FUJI";"1,000";"74,05"
"COSMOPOLITAN";"DRINKS";"2,000";"72,38"
"GENGIBRADA SMIRNOFF";"DRINKS";"3,000";"65,67"
"ROLHA DE VINHO";"SUCOS E AGUA DE COCO";"1,000";"64,50"
"DRY MARTINI";"DRINKS";"2,000";"63,80"
"CEVICHE FRUTOS DO MAR";"ENTRADAS SUSHI";"1,000";"59,91"
"SUCO DE FRUTA ESPECIAL";"SUCOS E AGUA DE COCO";"3,000";"55,47"
"PIRULITO DE SALMAO";"ESPECIAIS ";"1,000";"52,38"
"LITTLE BEE";"DRINKS";"2,000";"43,78"
"GUARANA ANTARCTICA LATA";"BEBIDAS GELADAS";"4,000";"43,29"
"MELANCITA";"DRINKS";"1,000";"42,79"
"TEMAKI HARU SALMAO C/ QUEIJO";"TEMAKI";"1,000";"42,59"
"SILVER CROCK";"ESPECIAIS ";"1,000";"41,58"
"URAMAKI EBITEN";"ESPECIAIS ";"1,000";"41,47"
"URAMAKI SHAKE CRUMBS";"ESPECIAIS ";"1,000";"39,18"
"TEMAKI CAMARAO C/ QUEIJO";"TEMAKI";"1,000";"38,31"
"GIN TONICA MACA VERDE";"DRINKS";"1,000";"38,19"
"NEGRONI";"DRINKS";"1,000";"36,19"
"BROWNIE DE BRIGADEIRO C/SORVETE";"SOBREMESA FUJI";"1,000";"33,86"
"TEMAKI ATUM";"TEMAKI";"1,000";"33,00"
"SALADA SUNOMONO";"FRUTAS";"1,000";"32,89"
"BATATA FRITA ";"FRUTAS";"1,000";"32,89"
"GIN TONICA NACIONAL";"DRINKS";"1,000";"32,56"
"GUARANA ZERO LATA";"BEBIDAS GELADAS";"3,000";"32,46"
"TORTA DI NOCCIOLE";"SOBREMESA ITA";"1,000";"31,90"
"SEX ON THE BEACH";"DRINKS";"1,000";"29,70"
"SUCO DE FRUTA NATURAL";"SUCOS E AGUA DE COCO";"2,000";"25,91"
"HOT SALMAO & CAMARAO C/CREAM CHEESE";"HOT";"1,000";"25,03"
"HARUMAKI DE QUEIJO - 2 UN";"FRUTAS";"1,000";"24,85"
"BOSSA BRAMBLE";"DRINKS";"1,000";"21,89"
"GENGIBRADA GIN TRADICONAL";"DRINKS";"1,000";"21,89"
"URAMAKI SALMAO C/CREAM CHEESE";"URAMAKI";"1,000";"20,62"
"URAMAKI SKIN C/CREAM CHEESE";"URAMAKI";"1,000";"18,44"
"CAIPIRINHA YPIOCA";"DRINKS";"1,000";"17,43"
"CERVEJA HEINEKEN";"CERVEJAS";"1,000";"16,39"
"SUCO DE LARANJA";"SUCOS E AGUA DE COCO";"1,000";"11,50"
"COCA COLA LATA";"BEBIDAS GELADAS";"1,000";"10,89"
"EMBALAGEM PARA VIAGEM";"EMBALAGENS";"2,000";"7,74"
"RETIRAR";"SUCOS E AGUA DE COCO";"1,000";"0,00"
