"Produto";"Grupo";"Quantidade";"Valor"
"COMBINADO PRIME";"COMBINADOS";"9,000";"571,01"
"COMBINADO SUNSHINE";"COMBINADOS";"3,000";"543,59"
"COUVERT ARTISTICO";"SUCOS E AGUA DE COCO";"35,000";"446,43"
"COMBINADO SUNSET";"COMBINADOS";"10,000";"445,38"
"COMBINADO SUNRISE";"COMBINADOS";"3,000";"343,22"
"MANHANTTAN";"ESPECIAIS ";"7,000";"281,55"
"HOT SALMAO C/CREAM CHEESE";"HOT";"11,000";"264,45"
"MONTE INFINITUS CARBERNET SAUVIGNON";"TINTOS";"3,000";"258,77"
"SASHIMI SALMAO";"SASHIMI";"6,000";"249,01"
"TEMAKI HARU SALMAO GRELHADO C/ QUEIJO";"TEMAKI";"10,000";"236,31"
"PENNE DE FILE AO GORGONZOLA";"COZINHA FUJI";"3,000";"224,40"
"COMBINADO ESPECIAL";"COMBINADOS";"1,000";"216,58"
"COCA COLA ZERO LATA";"BEBIDAS GELADAS";"23,000";"215,99"
"MORANDE VISIONARIO ROSE";"BRANCOS";"2,000";"209,00"
"SALMON  BALL";"FRUTAS";"7,000";"173,45"
"TEMAKI HARU SALMAO, CAMARAO C/ QUEIJO";"TEMAKI";"4,000";"171,60"
"HOT FUJI CROCK";"HOT";"6,000";"167,02"
"TEMAKI SALMAO C/ QUEIJO";"TEMAKI";"6,000";"164,76"
"COCONUT SHRIMP";"FRUTAS";"4,000";"163,85"
"FITZGERALD BOMBAY";"DRINKS";"6,000";"163,53"
"CERVEJA HEINEKEN";"CERVEJAS";"10,000";"161,01"
"COMBINADO LOW CARB 12 PECAS";"COMBINADOS";"1,000";"158,06"
"MOSCOW MULE SMIRNOFF";"DRINKS";"6,000";"144,22"
"AGUA INDAIA SEM GAS";"BEBIDAS GELADAS";"14,000";"136,91"
"HARUMAKI DE QUEIJO - 2 UN";"FRUTAS";"6,000";"132,07"
"TEMAKI HARU CAMARAO C/ QUEIJO";"TEMAKI";"5,000";"128,08"
"CARBONARA ";"PASTE";"2,000";"127,11"
"MORANDE PIONERO RESERVA PINOT NOIR ";"TINTOS";"1,000";"124,51"
"CERVEJA CORONA EXTRA";"CERVEJAS";"7,000";"121,80"
"BRIE C/GELEIA DE PIMENTA";"ESPECIAIS ";"3,000";"121,74"
"GENGIBRADA SMIRNOFF";"DRINKS";"5,000";"120,76"
"URAMAKI SKIN C/CREAM CHEESE";"URAMAKI";"7,000";"119,00"
"URAMAKI SALMAO C/CREAM CHEESE";"URAMAKI";"6,000";"115,88"
"NIGUIRI UNAGUI • DUPLA";"SUSHI DESIGN";"2,000";"105,11"
"MADAME";"DRINKS";"4,000";"101,11"
"ROCK CHICKEN";"FRUTAS";"4,000";"99,92"
"BOSSA BRAMBLE";"DRINKS";"4,000";"99,43"
"COSECHA TARAPACA CHARDONNAY ";"BRANCOS";"1,000";"99,00"
"AGUA INDAIA COM GAS ";"BEBIDAS GELADAS";"10,000";"97,42"
"TEPPAN DE SALMAO";"VERDURAS E LEGUMES";"1,000";"93,58"
"GYOZA BOVINA";"FRUTAS";"4,000";"88,29"
"AVELEDA FONTE VINHO ROSE";"BRANCOS";"1,000";"88,00"
"TARTAR SHAKE CROCK";"ENTRADAS SUSHI";"1,000";"87,40"
"FILE  GORGONZOLA";"COZINHA FUJI";"1,000";"86,90"
"MONTE INFINITUS CHARDONNAY";"BRANCOS";"1,000";"86,79"
"TEMAKI HARU SALMAO C/ QUEIJO";"TEMAKI";"2,000";"85,80"
"MELANCITA";"DRINKS";"2,000";"84,96"
