"Produto";"Grupo";"Quantidade";"Valor"
"GIN TONICA TANGERINA";"DRINKS";"5,000";"158,71"
"TATAKI DE SALMÃO";"ENTRADAS SUSHI";"3,000";"157,72"
"LICOR 43";"DESTILADOS";"6,000";"150,28"
"SPAGHETTI DE CAMARÃO AO POMODORO";"PASTE";"2,000";"148,65"
"SEX ON THE BEACH";"DRINKS";"5,000";"146,44"
"AGUA INDAIA COM GAS ";"BEBIDAS GELADAS";"15,000";"146,31"
"FUJIYAMA SALMAO C/ QUEIJO";"TEMAKI";"2,000";"143,00"
"BOSSA BRAMBLE";"DRINKS";"5,000";"135,07"
"ARTE DE ARGENTO PINOT GRIGIO";"BRANCOS";"1,000";"132,00"
"NIGUIRI SALMAO";"NIGUIRI";"6,000";"124,21"
"MAKIMONO SALMAO C/CREAM CHEESE";"MAKIMONO";"7,000";"124,00"
"FILE  TRINCHADO ROTI";"COZINHA FUJI";"3,000";"122,42"
"URAMAKI EBITEN";"ESPECIAIS ";"3,000";"121,41"
"GENGIBRADA SMIRNOFF";"DRINKS";"5,000";"119,81"
"SILVER CROCK";"ESPECIAIS ";"3,000";"118,67"
"BRIE C/GELEIA DE PIMENTA";"ESPECIAIS ";"3,000";"117,85"
"HARUMAKI DE QUEIJO - 2 UN";"FRUTAS";"5,000";"115,48"
"BROWNIE DE BRIGADEIRO C/SORVETE";"SOBREMESA FUJI";"3,000";"108,21"
"APPLE COSMOPOLITAN";"DRINKS";"3,000";"107,61"
"CAIPIRINHA YPIOCA";"DRINKS";"6,000";"105,27"
"COSECHA TARAPACA MERLOT";"TINTOS";"1,000";"97,90"
"SALMÃO NA CROSTA DE GERGELIM";"DEL MARE";"1,000";"97,79"
"COMBINADO PRIME IFOOD ";"COMBINADOS";"1,000";"96,80"
"TEMAKI HARU SALMAO SHIMEJI";"TEMAKI";"2,000";"96,40"
"BATERA SHAKE TORO";"ESPECIAIS ";"2,000";"96,08"
"TEPPAN DE SALMAO";"VERDURAS E LEGUMES";"1,000";"93,80"
"SUCO DE FRUTA ESPECIAL";"SUCOS E AGUA DE COCO";"5,000";"92,52"
"PIRULITO DE SALMAO";"ESPECIAIS ";"2,000";"90,66"
"TARTAR SHAKE CROCK";"ENTRADAS SUSHI";"1,000";"87,89"
"URAMAKI SKIN C/CREAM CHEESE";"URAMAKI";"6,000";"87,57"
"LITTLE BEE";"DRINKS";"4,000";"87,15"
"HOT FUJI CROCK";"HOT";"3,000";"85,53"
"VINHO TINTO TAÇA ";"TACAS";"3,000";"84,84"
"CRISPY RICE";"ESPECIAIS ";"2,000";"83,36"
"SASHIMI ATUM";"SASHIMI";"2,000";"81,76"
"URAMAKI SHAKE CRUMBS";"ESPECIAIS ";"2,000";"78,98"
"SODA ITALIANA";"BEBIDAS GELADAS";"4,000";"78,76"
"SASHIMI POLVO";"SASHIMI";"2,000";"77,93"
"TEMAKI SALMAO, CAMARAO C/ QUEIJO";"TEMAKI";"2,000";"77,16"
"TIGRADO";"ESPECIAIS ";"2,000";"76,87"
"CERVEJA STELLA ARTOIS";"CERVEJAS";"5,000";"75,86"
"CERVEJA SPATEN";"CERVEJAS";"5,000";"75,70"
"HOT CAMARAO C/CREAM CHEESE";"HOT";"4,000";"75,12"
"LOVE WASABI";"DRINKS";"2,000";"71,97"
"CARAJILLO 43";"CAFES";"2,000";"71,78"
"SHIMEJI NO ALUMINIO";"FRUTAS";"1,000";"71,39"
"Y FILE";"VERDURAS E LEGUMES";"1,000";"69,64"
"HARUMAKI PRIMAVERA - 2 UN";"FRUTAS";"3,000";"68,70"
"RED BULL TROPICAL";"BEBIDAS GELADAS";"3,000";"65,67"
"FUJIYAMA  CAMARAO C/ QUEIJO";"TEMAKI";"1,000";"65,54"
"SUCO DE FRUTA NATURAL";"SUCOS E AGUA DE COCO";"5,000";"65,45"
"CAIPIROSKA SMIRNOFF";"DRINKS";"2,000";"65,41"
"AZEDINHO VODKA";"DRINKS";"2,000";"65,28"
"CARBONARA ";"PASTE";"1,000";"63,80"
"HOT SUCRILHOS";"HOT";"2,000";"62,89"
"GIN TONICA MACA VERDE";"DRINKS";"3,000";"61,97"
"URAMAKI SALMAO C/CREAM CHEESE";"URAMAKI";"3,000";"60,41"
"COCONUT SHRIMP IFOOD";"FRUTAS";"1,000";"60,35"
"RETIRAR";"ENTRADAS SUSHI";"1,000";"58,19"
"TEPPAN DE FRANGO";"VERDURAS E LEGUMES";"1,000";"55,99"
"HOT SALMAO & CAMARAO C/CREAM CHEESE";"HOT";"2,000";"46,00"
"GIN TONICA ORIGINAL";"DRINKS";"2,000";"43,53"
"COCA COLA LATA";"BEBIDAS GELADAS";"4,000";"43,40"
"SASHIMI SHAKE UDAMA TRUFADO 2UND";"TRUFADOS";"1,000";"42,79"
"AZUMA KIRIN GUINJO DOSE";"DESTILADOS";"1,000";"41,80"
"RED BULL TRADICIONAL";"BEBIDAS GELADAS";"2,000";"41,55"
"GUNGA SHIMEJI";"ESPECIAIS ";"1,000";"40,17"
"CAMPARI TÔNICA";"DRINKS";"2,000";"39,27"
"SASHIMI CAMARAO";"SASHIMI";"1,000";"37,21"
"COSMOPOLITAN";"DRINKS";"1,000";"35,71"
"NIGUIRI CAMARAO";"NIGUIRI";"2,000";"34,05"
"ROBATA DE BROCOLIS";"FRUTAS";"2,000";"33,24"
"SMIRNOFF DOSE";"DESTILADOS";"2,000";"33,00"
"GIN TONICA NACIONAL";"DRINKS";"1,000";"32,89"
"BATATA FRITA ";"FRUTAS";"1,000";"32,26"
"RED BULL SUGAR FREE";"BEBIDAS GELADAS";"1,000";"21,72"
"RED BULL MELANCIA";"BEBIDAS GELADAS";"2,000";"21,61"
"URAMAKI SALMAO & CAMARAO C/CREAM CHEESE";"URAMAKI";"1,000";"20,79"
"URAMAKI CAMARAO C/CREAM CHEESE";"URAMAKI";"1,000";"20,52"
"GIN TONICA MORANGO";"DRINKS";"1,000";"20,16"
"COCA COLA KS";"BEBIDAS GELADAS";"2,000";"19,80"
"MISSOSHIRO";"FRUTAS";"1,000";"19,68"
"GIN THEROS DOSE";"DESTILADOS";"1,000";"18,48"
"SCHWEPPES CITRUS";"BEBIDAS GELADAS";"1,000";"11,00"
"SUCO DE LARANJA";"SUCOS E AGUA DE COCO";"1,000";"10,89"
"GUARANA ZERO LATA";"BEBIDAS GELADAS";"1,000";"10,89"
"SPRITE LATA";"BEBIDAS GELADAS";"1,000";"10,89"
"ACRÉSCIMO TEMAKI SEM ARROZ";"TEMAKI";"9,000";"10,82"
"CAFE NESPRESSO";"CAFES";"1,000";"10,81"
"SPRITE ZERO LATA";"BEBIDAS GELADAS";"1,000";"10,75"
"GUARANA ANTARCTICA LATA";"BEBIDAS GELADAS";"3,000";"5,55"
"EMBALAGEM PARA VIAGEM";"EMBALAGENS";"1,000";"5,50"
"WASABI EXTRA";"ENTRADAS SUSHI";"1,000";"4,02"
"MOLHO TERIYAKI EXTRA";"ENTRADAS SUSHI";"1,000";"3,65"
"MOLHO SHOYU EXTRA";"ENTRADAS SUSHI";"1,000";"2,73"
"AGUA INDAIA COM GAS";"BEBIDAS GELADAS";"2,000";"0,00"
"TERRE SICILIANE PINOT GRIGIO";"BRANCOS";"1,000";"0,00"
"TEMAKI TRADICIONAL";"TEMAKI";"2,000";"0,00"
"TEMAKIS SALMÃO GRELHADO C/ QUEIJO";"TEMAKI";"1,000";"0,00"
"VINHO BRANCO TAÇA";"TACAS";"2,000";"0,00"
"REFRIGERANTES";"BEBIDAS GELADAS";"1,000";"0,00"
