"Produto";"Grupo";"Quantidade";"Valor"
"PIRULITO DE SALMAO";"ESPECIAIS ";"2,000";"76,28"
"SPAGHETTI DE CAMARÃO AO POMODORO";"PASTE";"1,000";"74,37"
"CARAJILLO 43";"CAFES";"2,000";"72,38"
"SASHIMI VIEIRAS TRUFADAS 5UND";"TRUFADOS";"2,000";"72,07"
"NEGRONI";"DRINKS";"2,000";"71,89"
"COSMOPOLITAN";"DRINKS";"2,000";"71,31"
"TEPPAN DE FRANGO";"VERDURAS E LEGUMES";"1,000";"71,08"
"SHIMEJI NO ALUMINIO";"FRUTAS";"1,000";"70,92"
"FETTUCCINE DE FILE AO FUNGHI ";"PASTE";"1,000";"69,64"
"COCONUT SHRIMP";"FRUTAS";"1,000";"65,42"
"FUJIYAMA  CAMARAO C/ QUEIJO";"TEMAKI";"1,000";"65,21"
"FILE  TRINCHADO ROTI";"COZINHA FUJI";"1,000";"61,24"
"ASIAN TUNA";"FRUTAS";"1,000";"61,19"
"APEROL SPRITS";"DRINKS";"2,000";"61,16"
"RED BULL SUGAR FREE";"BEBIDAS GELADAS";"3,000";"60,75"
"COCONUT SHRIMP IFOOD";"FRUTAS";"1,000";"60,14"
"CEVICHE FRUTOS DO MAR";"ENTRADAS SUSHI";"1,000";"59,99"
"SODA ITALIANA";"BEBIDAS GELADAS";"3,000";"58,40"
"SASHIMI BARRIGA DE SALMAO TRUFADO 5UND";"TRUFADOS";"1,000";"55,94"
"SUCO DE FRUTA ESPECIAL";"SUCOS E AGUA DE COCO";"3,000";"54,92"
"CAMPARI TÔNICA";"DRINKS";"2,000";"54,67"
"NIGUIRI UNAGUI • DUPLA";"SUSHI DESIGN";"1,000";"52,49"
"CERVEJA CORONA EXTRA";"CERVEJAS";"3,000";"51,82"
"HARUMAKI DE SALMAO C/ CATUPIRY - 2 UN";"FRUTAS";"2,000";"50,08"
"CERVEJA STELLA ARTOIS";"CERVEJAS";"3,000";"45,53"
"SASHIMI SALMAO MACARICADO";"SASHIMI";"1,000";"44,86"
"LITTLE BEE";"DRINKS";"2,000";"43,33"
"TEMAKI SALMAO C/ SHIMEJI";"TEMAKI";"1,000";"42,90"
"TEMAKI HARU SALMAO C/ QUEIJO";"TEMAKI";"1,000";"42,19"
"URAMAKI EBITEN";"ESPECIAIS ";"1,000";"41,80"
"SILVER CROCK";"ESPECIAIS ";"1,000";"41,57"
"RED BULL MELANCIA";"BEBIDAS GELADAS";"3,000";"41,45"
"MAKIMONO CAMARAO C/CREAM CHEESE";"MAKIMONO";"2,000";"41,03"
"MOSCOW MULE BOMBAY";"DRINKS";"1,000";"40,59"
"LOVE LYCHEE";"DRINKS";"1,000";"38,39"
"TEMAKI SALMAO, CAMARAO C/ QUEIJO";"TEMAKI";"1,000";"38,13"
"BROWNIE DE BRIGADEIRO C/SORVETE";"SOBREMESA FUJI";"2,000";"38,12"
"FUJI FUSION";"DRINKS";"1,000";"38,09"
"CAIPIROSKA  ABSOLUT";"DRINKS";"1,000";"37,12"
"OLD FASHIONED";"DRINKS";"1,000";"36,19"
"APPLE COSMOPOLITAN";"DRINKS";"1,000";"35,71"
"SCHWEPPES CITRUS";"BEBIDAS GELADAS";"3,000";"32,93"
"SALADA SUNOMONO";"FRUTAS";"1,000";"32,67"
"GIN TONICA NACIONAL";"DRINKS";"1,000";"32,47"
"HOT SUCRILHOS";"HOT";"1,000";"31,79"
"BATATA FRITA";"FRUTAS";"1,000";"31,64"
"AZEDINHO CACHACA";"DRINKS";"1,000";"29,36"
"VODKA ABSOLUT DOSE";"DESTILADOS";"1,000";"27,23"
"HARUMAKI PRIMAVERA - 2 UN IFOOD";"FRUTAS";"1,000";"22,98"
"YPIOCA 150 DOSE";"DESTILADOS";"1,000";"21,76"
"SPRITE ZERO LATA";"BEBIDAS GELADAS";"2,000";"21,65"
"GIN TONICA ORIGINAL";"DRINKS";"1,000";"21,58"
"MAKIMONO SALMAO C/CREAM CHEESE";"MAKIMONO";"1,000";"20,51"
"MAKIMONO SALMAO & CAMARAO C/CREAM CHEESE";"MAKIMONO";"1,000";"20,06"
"URAMAKI CAMARAO C/CREAM CHEESE";"URAMAKI";"1,000";"20,05"
"AGUA DE COCO JARRA";"SUCOS E AGUA DE COCO";"1,000";"16,39"
"ROBATA DE BROCOLIS";"FRUTAS";"1,000";"16,18"
"CERVEJA SPATEN";"CERVEJAS";"1,000";"15,19"
"ACRÉSCIMO TEMAKI SEM ARROZ";"TEMAKI";"2,000";"10,89"
"CAFE NESPRESSO";"CAFES";"1,000";"10,89"
"GUARANA ANTARCTICA LATA";"BEBIDAS GELADAS";"1,000";"10,82"
"SUCO DE LARANJA";"SUCOS E AGUA DE COCO";"2,000";"10,81"
"GUARANA ZERO LATA";"BEBIDAS GELADAS";"1,000";"10,68"
"COUVE CROCK EXTRA";"ENTRADAS SUSHI";"1,000";"7,65"
"GENGIBRE EXTRA";"ENTRADAS SUSHI";"2,000";"6,25"
"EMBALAGEM PARA VIAGEM";"EMBALAGENS";"1,000";"5,50"
"MOLHO TERIYAKI EXTRA";"ENTRADAS SUSHI";"1,000";"4,18"
"WASABI EXTRA";"ENTRADAS SUSHI";"1,000";"4,00"
"Y FRANGO";"VERDURAS E LEGUMES";"1,000";"0,02"
"TORTA DE NUTELLA";"SOBREMESA FUJI";"1,000";"0,01"
"FREIXENET CARTA NEVADA ";"BORBULHAS";"1,000";"0,00"
"NIGUIRI VIEIRA TRUFADA • DUPLA";"TRUFADOS";"1,000";"0,00"
"COMBINADO ESPECIAL";"COMBINADOS";"1,000";"0,00"
"AGUA INDAIA COM GAS";"BEBIDAS GELADAS";"2,000";"0,00"
"DYO UDAMA TRUFADO 2UND";"TRUFADOS";"1,000";"0,00"
"TEMAKIS SALMÃO GRELHADO C/ QUEIJO";"TEMAKI";"1,000";"0,00"
"REFRIGERANTES";"BEBIDAS GELADAS";"3,000";"0,00"
"POLVO CONFIT";"DEL MARE";"1,000";"0,00"
"NIGUIRI SHAKÊ TORÔ TRUFADO • 2UND.";"TRUFADOS";"1,000";"0,00"
"FETTUCCINE ALFREDO COM CAMARAO";"PASTE";"2,000";"0,00"
"TEMAKI TRADICIONAL";"TEMAKI";"1,000";"0,00"
"RED BULL TRADICIONAL";"BEBIDAS GELADAS";"1,000";"0,00"
