"Produto";"Grupo";"Quantidade";"Valor"
"COMBINADO PRIME";"COMBINADOS";"17,000";"1374,98"
"COMBINADO MIX";"COMBINADOS";"4,000";"1030,81"
"COMBINADO SUNSET";"COMBINADOS";"17,000";"745,50"
"COMBINADO SUNRISE";"COMBINADOS";"6,000";"726,00"
"MOSCOW MULE SMIRNOFF";"DRINKS";"24,000";"652,36"
"COUVERT ARTISTICO";"SUCOS E AGUA DE COCO";"46,000";"644,81"
"COMBINADO ESPECIAL";"COMBINADOS";"3,000";"627,59"
"FITZGERALD BOMBAY";"DRINKS";"20,000";"493,79"
"TEMAKI HARU SALMAO GRELHADO C/ QUEIJO";"TEMAKI";"16,000";"479,02"
"TEMAKI HARU CAMARAO C/ QUEIJO";"TEMAKI";"10,000";"425,72"
"GENGIBRADA SMIRNOFF";"DRINKS";"13,000";"349,27"
"MADAME";"DRINKS";"14,000";"348,12"
"USSUZUKURI TRUFADO";"TRUFADOS";"4,000";"346,59"
"MONTE INFINITUS CHARDONNAY";"BRANCOS";"4,000";"344,25"
"Y FRANGO";"VERDURAS E LEGUMES";"5,000";"323,21"
"HOT SALMAO C/CREAM CHEESE";"HOT";"12,000";"298,71"
"TEPPAN DE SALMAO";"VERDURAS E LEGUMES";"3,000";"283,09"
"ARTE DE ARGENTO PINOT GRIGIO";"BRANCOS";"2,000";"264,00"
"CAIPIROSKA SMIRNOFF";"DRINKS";"8,000";"262,82"
"TEMAKI HARU SALMAO C/ QUEIJO";"TEMAKI";"6,000";"255,60"
"GIN TONICA MACA VERDE";"DRINKS";"9,000";"244,90"
"ROCK CHICKEN";"FRUTAS";"8,000";"234,42"
"GYOZA BOVINA";"FRUTAS";"9,000";"234,41"
"CERVEJA HEINEKEN";"CERVEJAS";"14,000";"229,34"
"COCA COLA ZERO LATA";"BEBIDAS GELADAS";"21,000";"228,05"
"SASHIMI SALMAO";"SASHIMI";"5,000";"213,95"
"MELANCITA";"DRINKS";"5,000";"212,87"
"EBI RUBRA";"ESPECIAIS ";"5,000";"201,63"
"COSECHA TARAPACA MERLOT";"TINTOS";"2,000";"198,00"
"AGUA INDAIA SEM GAS";"BEBIDAS GELADAS";"20,000";"195,00"
"BROWNIE DE BRIGADEIRO C/SORVETE";"SOBREMESA FUJI";"5,000";"191,16"
"GIN TONICA TANGERINA";"DRINKS";"6,000";"180,56"
"COMBINADO SUNSHINE";"COMBINADOS";"1,000";"179,54"
"SALMON  BALL";"FRUTAS";"7,000";"173,58"
"POLVO CONFITADO";"VERDURAS E LEGUMES";"2,000";"172,30"
"COMBINADO PRIME IFOOD ";"COMBINADOS";"2,000";"170,53"
"COCONUT SHRIMP";"FRUTAS";"5,000";"164,11"
"COMBINADO LOW CARB 12 PECAS";"COMBINADOS";"1,000";"159,50"
"SODA ITALIANA";"BEBIDAS GELADAS";"8,000";"156,36"
"PENNE DE FILE AO GORGONZOLA";"COZINHA FUJI";"2,000";"149,06"
"COSMOPOLITAN";"DRINKS";"4,000";"143,57"
"AGUA INDAIA COM GAS ";"BEBIDAS GELADAS";"14,000";"136,64"
"HARUMAKI DE CAMARAO C/ CATUPIRY - 2 UN";"FRUTAS";"5,000";"135,90"
"HARUMAKI DE QUEIJO - 2 UN";"FRUTAS";"6,000";"134,33"
"TEMAKI HARU SALMAO, CAMARAO C/ QUEIJO";"TEMAKI";"3,000";"127,92"
"SASHIMI BARRIGA DE SALMAO TRUFADO 5UND";"TRUFADOS";"2,000";"123,20"
"MANHANTTAN";"ESPECIAIS ";"3,000";"121,73"
"ROCK SHIRIMP";"FRUTAS";"2,000";"120,37"
"COCA COLA LATA";"BEBIDAS GELADAS";"11,000";"117,31"
"TEMAKI SALMAO C/ QUEIJO";"TEMAKI";"3,000";"115,05"
"BOSSA BRAMBLE";"DRINKS";"5,000";"109,10"
"LITTLE BEE";"DRINKS";"5,000";"108,82"
"CARAJILLO 43";"CAFES";"3,000";"108,57"
"APEROL SPRITS";"DRINKS";"3,000";"108,57"
"RETIRAR";"ENTRADAS SUSHI";"2,000";"107,58"
"STEAK  TARTUFO";"LA CARNE";"1,000";"106,70"
"MORANDE VISIONARIO CHARDONNAY ";"BRANCOS";"1,000";"104,50"
"COSECHA TARAPACA CHARDONNAY ";"BRANCOS";"1,000";"99,00"
"SALMÃO NA CROSTA DE GERGELIM";"DEL MARE";"1,000";"97,79"
"VINHO BRANCO TAÇA";"TACAS";"4,000";"96,96"
"URAMAKI EBITEN ESPECIAL";"ESPECIAIS ";"2,000";"88,00"
"TARTAR SHAKE CROCK";"ENTRADAS SUSHI";"1,000";"87,89"
"GIN TONICA MORANGO";"DRINKS";"4,000";"87,56"
"HARUMAKI PRIMAVERA - 2 UN IFOOD";"FRUTAS";"4,000";"86,97"
"BRIE C/GELEIA DE PIMENTA";"ESPECIAIS ";"2,000";"83,60"
"GIN TONICA ORIGINAL";"DRINKS";"3,000";"81,89"
"CAIPIFUJI SMIRNOFF";"DRINKS";"2,000";"78,42"
"TROUXINHA DE DOCE DE LEITE 4UND";"SOBREMESA FUJI";"2,000";"76,78"
"TEMAKI SALMAO, CAMARAO C/ QUEIJO";"TEMAKI";"2,000";"76,63"
"URAMAKI SHAKE CRUMBS";"ESPECIAIS ";"2,000";"75,72"
"CERVEJA STELLA ARTOIS";"CERVEJAS";"5,000";"75,14"
"YCAMARAO";"VERDURAS E LEGUMES";"1,000";"74,93"
"FETTUCCINE DE CAMARAO THAI";"COZINHA FUJI";"1,000";"74,80"
"PIRULITO DE SALMAO";"ESPECIAIS ";"2,000";"74,21"
"SUCO DE FRUTA ESPECIAL";"SUCOS E AGUA DE COCO";"4,000";"73,77"
"OLD FASHIONED";"DRINKS";"2,000";"72,38"
"FUJIYAMA SALMAO C/ QUEIJO";"TEMAKI";"1,000";"71,50"
"FUJIYAMA  SALMÃO, CAMARAO C/ QUEIJO";"TEMAKI";"1,000";"71,50"
"Y FILE";"VERDURAS E LEGUMES";"1,000";"69,89"
"CERVEJA CORONA EXTRA";"CERVEJAS";"4,000";"69,39"
"SPAGHETTI DE CAMARÃO AO POMODORO";"PASTE";"1,000";"68,00"
"GENGIBRADA GIN TRADICONAL";"DRINKS";"3,000";"65,67"
"FUJIYAMA  CAMARAO C/ QUEIJO";"TEMAKI";"1,000";"65,21"
"HOT SUCRILHOS";"HOT";"2,000";"63,58"
"MAKIMONO SALMAO C/CREAM CHEESE";"MAKIMONO";"3,000";"62,04"
"NIGUIRI SALMAO";"NIGUIRI";"3,000";"61,91"
"EBISHIN";"FRUTAS";"2,000";"59,18"
" MISTO";"VERDURAS E LEGUMES";"1,000";"59,00"
"HARUMAKI DE SALMAO C/ CATUPIRY - 2 UN";"FRUTAS";"2,000";"58,86"
"URAMAKI SKIN C/CREAM CHEESE";"URAMAKI";"3,000";"55,77"
"HOT FUJI CROCK";"HOT";"2,000";"53,29"
"CAIPIRINHA YPIOCA";"DRINKS";"3,000";"52,32"
"TATAKI DE SALMÃO";"ENTRADAS SUSHI";"1,000";"52,13"
"LICOR 43";"DESTILADOS";"2,000";"50,38"
"CEVICHE FRUTOS DO MAR";"ENTRADAS SUSHI";"1,000";"49,42"
"SASHIMI SALMAO MACARICADO";"SASHIMI";"1,000";"47,19"
"SASHIMI SHAKÊ TORÔ TRUFADO 2 UND";"TRUFADOS";"1,000";"44,89"
"HARUMAKI PRIMAVERA - 2 UN";"FRUTAS";"2,000";"44,79"
"RED BULL MELANCIA";"BEBIDAS GELADAS";"3,000";"42,99"
"SALMON SANDWICH";"ESPECIAIS ";"1,000";"42,14"
"TIGRADO";"ESPECIAIS ";"1,000";"41,80"
