"Produto";"Grupo";"Quantidade";"Valor"
"COMBINADO MIX";"COMBINADOS";"4,000";"1027,39"
"COUVERT ARTISTICO";"SUCOS E AGUA DE COCO";"53,000";"745,95"
"ROCK CHICKEN";"FRUTAS";"10,000";"434,62"
"TEMAKI HARU SALMAO C/ QUEIJO";"TEMAKI";"10,000";"416,89"
"COMBINADO SUNSET";"COMBINADOS";"9,000";"405,18"
"COMBINADO SUNSHINE";"COMBINADOS";"2,000";"391,72"
"USSUZUKURI TRUFADO";"TRUFADOS";"5,000";"350,25"
"MOSCOW MULE SMIRNOFF";"DRINKS";"11,000";"347,82"
"BLUE CHEESE BURGER";"FRUTAS";"12,000";"341,62"
"TEMAKI SALMAO C/ QUEIJO";"TEMAKI";"9,000";"336,01"
"COMBINADO PRIME IFOOD ";"COMBINADOS";"4,000";"333,60"
"MONTE INFINITUS CHARDONNAY";"BRANCOS";"6,000";"316,78"
"APPLE COSMOPOLITAN";"DRINKS";"9,000";"312,16"
"CARAJILLO 43";"CAFES";"8,000";"296,93"
"MONTE INFINITUS CARBERNET SAUVIGNON";"TINTOS";"3,000";"295,65"
"FITZGERALD BOMBAY";"DRINKS";"11,000";"294,66"
"CASA VALDUGA NATURELLE ROSE FRISANTE";"BRANCOS";"2,000";"286,00"
"MANHANTTAN";"ESPECIAIS ";"7,000";"264,73"
"COSMOPOLITAN";"DRINKS";"8,000";"262,80"
"COMBINADO SUNRISE";"COMBINADOS";"2,000";"261,71"
"FILE  GORGONZOLA";"COZINHA FUJI";"3,000";"244,89"
"TEMAKI HARU CAMARAO C/ QUEIJO";"TEMAKI";"6,000";"227,60"
"URAMAKI SHAKE CRUMBS";"ESPECIAIS ";"6,000";"223,20"
"COMBINADO ESPECIAL";"COMBINADOS";"1,000";"217,80"
"MORANDE VISIONARIO ROSE";"BRANCOS";"2,000";"207,94"
"MONTE INFINITUS SAUVIGNON BLANC ";"BRANCOS";"2,000";"198,00"
"COCA COLA ZERO LATA";"BEBIDAS GELADAS";"24,000";"197,93"
"GYOZA BOVINA";"FRUTAS";"5,000";"186,51"
"KAWASAKI ";"URAMAKI";"3,000";"181,69"
"CERVEJA HEINEKEN";"CERVEJAS";"11,000";"176,20"
"CAIPIRINHA YPIOCA";"DRINKS";"7,000";"175,81"
"ROCK SHIRIMP";"FRUTAS";"4,000";"171,04"
"TORTA DE NUTELLA";"SOBREMESA FUJI";"4,000";"170,41"
"TEMAKI HARU SALMAO, CAMARAO C/ QUEIJO";"TEMAKI";"4,000";"167,86"
"COCA COLA LATA";"BEBIDAS GELADAS";"17,000";"165,85"
"COMBINADO PRIME";"COMBINADOS";"2,000";"163,94"
"EBI RUBRA";"ESPECIAIS ";"4,000";"160,03"
"SASHIMI SALMAO";"SASHIMI";"4,000";"158,67"
"TEMAKI HARU SALMAO GRELHADO C/ QUEIJO";"TEMAKI";"4,000";"158,51"
"BRIE C/GELEIA DE PIMENTA";"ESPECIAIS ";"4,000";"155,70"
"AGUA INDAIA SEM GAS";"BEBIDAS GELADAS";"16,000";"146,06"
"TARTAR SHAKE CROCK";"ENTRADAS SUSHI";"2,000";"138,41"
"FUJIYAMA  CAMARAO C/ QUEIJO";"TEMAKI";"2,000";"131,20"
"ATUM NA CROSTA DE GERGELIM";"FRUTAS";"2,000";"128,70"
"HOT SALMAO C/CREAM CHEESE";"HOT";"8,000";"121,68"
"GIN TONICA NACIONAL";"DRINKS";"5,000";"113,89"
"TATAKI DE SALMÃO";"ENTRADAS SUSHI";"2,000";"107,80"
"HARUMAKI DE SALMAO C/ CATUPIRY - 2 UN";"FRUTAS";"3,000";"98,51"
"BATERA SHAKE TORO";"ESPECIAIS ";"2,000";"98,45"
"SALMÃO NA CROSTA DE GERGELIM";"DEL MARE";"1,000";"97,12"
"SASHIMI SHAKÊ TORÔ TRUFADO 2 UND";"TRUFADOS";"2,000";"91,20"
"BOSSA BRAMBLE";"DRINKS";"4,000";"87,56"
"CAIPIS LIMÃO";"DRINKS";"5,000";"87,13"
"HARUMAKI DE QUEIJO - 2 UN";"FRUTAS";"3,000";"85,23"
"BATATA FRITA ";"FRUTAS";"3,000";"84,50"
"APEROL SPRITS";"DRINKS";"2,000";"82,90"
"SALMON SANDWICH";"ESPECIAIS ";"2,000";"81,66"
"NEGRONI";"DRINKS";"2,000";"78,80"
"GUNGA SHIMEJI";"ESPECIAIS ";"2,000";"76,93"
"HOT FUJI CROCK";"HOT";"3,000";"76,58"
"BROWNIE DE BRIGADEIRO C/SORVETE";"SOBREMESA FUJI";"3,000";"76,33"
"HOT CAMARAO C/CREAM CHEESE";"HOT";"3,000";"75,73"
"FETTUCCINE DE FILE AO FUNGHI ";"PASTE";"1,000";"74,29"
"SHIMEJI NO ALUMINIO";"FRUTAS";"1,000";"74,29"
"FETTUCCINE DE CAMARAO THAI";"COZINHA FUJI";"1,000";"74,23"
"SASHIMI VIEIRAS TRUFADAS 5UND";"TRUFADOS";"1,000";"72,49"
"STEAK AO POIVRE";"VERDURAS E LEGUMES";"2,000";"70,99"
"TEPPAN DE FRANGO";"VERDURAS E LEGUMES";"1,000";"70,67"
"FUJIYAMA SALMAO C/ QUEIJO";"TEMAKI";"1,000";"67,89"
"CEVICHE FRUTOS DO MAR";"ENTRADAS SUSHI";"1,000";"64,79"
"CARBONARA ";"PASTE";"1,000";"63,36"
"CHICKEN BAO";"FRUTAS";"2,000";"60,81"
"SODA ITALIANA";"BEBIDAS GELADAS";"3,000";"58,80"
"SUCO DE FRUTA ESPECIAL";"SUCOS E AGUA DE COCO";"3,000";"58,44"
"COCONUT SHRIMP IFOOD";"FRUTAS";"1,000";"57,77"
"MAKIMONO SALMAO C/CREAM CHEESE";"MAKIMONO";"3,000";"57,01"
"URAMAKI SALMAO C/CREAM CHEESE";"URAMAKI";"3,000";"56,99"
"PIRULITO DE SALMAO";"ESPECIAIS ";"1,000";"52,23"
"URAMAKI SKIN C/CREAM CHEESE";"URAMAKI";"3,000";"48,91"
"CERVEJA HEINEKEN ZERO";"CERVEJAS";"3,000";"48,83"
"EBI IKURA";"ESPECIAIS ";"1,000";"48,15"
"CERVEJA SPATEN";"CERVEJAS";"3,000";"45,87"
"LIMONCELLO SPRITZ";"DRINKS";"1,000";"44,00"
"TIGRADO";"ESPECIAIS ";"1,000";"41,80"
"SILVER CROCK";"ESPECIAIS ";"1,000";"41,80"
"GUARANA ZERO LATA";"BEBIDAS GELADAS";"4,000";"41,57"
"CLERICOT";"DRINKS";"1,000";"41,51"
"SALMON  BALL";"FRUTAS";"2,000";"41,40"
"MELANCITA";"DRINKS";"1,000";"41,38"
"ROBATA DE BROCOLIS";"FRUTAS";"2,000";"41,23"
"MADAME";"DRINKS";"1,000";"41,10"
"SASHIMI SALMAO MACARICADO";"SASHIMI";"1,000";"40,71"
