"Produto";"Grupo";"Quantidade";"Valor"
"HARUMAKI DE SALMAO C/ CATUPIRY - 2 UN";"FRUTAS";"1,000";"24,94"
"RED BULL TRADICIONAL";"BEBIDAS GELADAS";"1,000";"21,89"
"HARUMAKI DE QUEIJO - 2 UN";"FRUTAS";"1,000";"21,64"
"GUARANA ZERO LATA";"BEBIDAS GELADAS";"2,000";"21,55"
"URAMAKI CAMARAO C/CREAM CHEESE";"URAMAKI";"1,000";"20,67"
"SUCO DE FRUTA ESPECIAL";"SUCOS E AGUA DE COCO";"1,000";"18,59"
"AGUA TONICA LATA";"BEBIDAS GELADAS";"1,000";"11,00"
"SCHWEPPES CITRUS";"BEBIDAS GELADAS";"1,000";"11,00"
"CARBONARA ";"PASTE";"2,000";"6,00"
"EMBALAGEM PARA VIAGEM";"EMBALAGENS";"1,000";"5,47"
"GENGIBRE EXTRA";"ENTRADAS SUSHI";"1,000";"3,29"
"SALMON  BALL";"FRUTAS";"1,000";"2,06"
"CAMPARI TÔNICA";"DRINKS";"1,000";"1,86"
"GIN TONICA ORIGINAL";"DRINKS";"1,000";"0,14"
"SALMAO C/ SHIMEJI NO ALUMINIO";"FRUTAS";"1,000";"0,01"
"ACRÉSCIMO TEMAKI SEM ARROZ";"TEMAKI";"1,000";"0,00"
