"Produto";"Grupo";"Quantidade";"Valor"
"COMBINADO MIX";"COMBINADOS";"3,000";"792,00"
"COMBINADO PRIME";"COMBINADOS";"5,000";"384,45"
"COMBINADO SUNSHINE";"COMBINADOS";"2,000";"363,00"
"COMBINADO SUNSET";"COMBINADOS";"7,000";"307,23"
"TEMAKI HARU SALMAO C/ QUEIJO";"TEMAKI";"5,000";"215,18"
"TEMAKI HARU SALMAO, CAMARAO C/ QUEIJO";"TEMAKI";"5,000";"205,18"
"COMBINADO ESPECIAL";"COMBINADOS";"1,000";"188,99"
"TEMAKI HARU CAMARAO C/ QUEIJO";"TEMAKI";"4,000";"171,60"
"SASHIMI SALMAO";"SASHIMI";"4,000";"158,78"
"CAIPIROSKA SMIRNOFF";"DRINKS";"4,000";"131,56"
"MANHANTTAN";"ESPECIAIS ";"3,000";"124,55"
"BLACK LABEL DOSE";"DESTILADOS";"5,000";"121,00"
"FUJIYAMA SALMAO C/ QUEIJO";"TEMAKI";"2,000";"120,99"
"EBI RUBRA";"ESPECIAIS ";"3,000";"115,40"
"ROCK CHICKEN";"FRUTAS";"4,000";"100,76"
"COCONUT SHRIMP";"FRUTAS";"3,000";"98,67"
"COCA COLA ZERO LATA";"BEBIDAS GELADAS";"9,000";"98,01"
"COMBINADO PRIME IFOOD ";"COMBINADOS";"1,000";"88,99"
"MONTE INFINITUS CHARDONNAY";"BRANCOS";"1,000";"86,79"
"MOSCOW MULE SMIRNOFF";"DRINKS";"3,000";"79,97"
"MADAME";"DRINKS";"3,000";"79,97"
"TEMAKI SALMAO C/ QUEIJO";"TEMAKI";"2,000";"79,44"
"BROWNIE DE BRIGADEIRO C/SORVETE";"SOBREMESA FUJI";"2,000";"76,78"
"CLERICOT";"DRINKS";"2,000";"76,78"
"TEMAKI SALMAO, CAMARAO C/ QUEIJO";"TEMAKI";"2,000";"76,68"
"CERVEJA CORONA EXTRA";"CERVEJAS";"4,000";"69,96"
"AGUA INDAIA SEM GAS";"BEBIDAS GELADAS";"7,000";"68,53"
"TEMAKI ATUM";"TEMAKI";"2,000";"67,22"
"VINHO TINTO TAÇA ";"TACAS";"3,000";"65,67"
"VINHO BRANCO TAÇA";"TACAS";"3,000";"65,67"
"Y FRANGO";"VERDURAS E LEGUMES";"1,000";"64,90"
"EBISHIN";"FRUTAS";"2,000";"59,18"
"LITTLE BEE";"DRINKS";"2,000";"58,08"
"SUCO DE FRUTA ESPECIAL";"SUCOS E AGUA DE COCO";"3,000";"55,77"
"TEMAKI HARU SALMAO GRELHADO C/ QUEIJO";"TEMAKI";"2,000";"54,78"
"BATERA SHAKE TORO";"ESPECIAIS ";"1,000";"52,80"
"TATAKI DE SALMÃO";"ENTRADAS SUSHI";"1,000";"52,69"
"RED BULL TRADICIONAL";"BEBIDAS GELADAS";"2,000";"43,78"
"SASHIMI SALMAO MACARICADO";"SASHIMI";"1,000";"43,08"
"GUNGA SHIMEJI";"ESPECIAIS ";"1,000";"40,35"
