"Produto";"Grupo";"Quantidade";"Valor"
"FUJI FUSION";"DRINKS";"1,000";"38,39"
"TEMAKI SALMAO, CAMARAO C/ QUEIJO";"TEMAKI";"1,000";"38,14"
"LIMONCELLO SPRITZ";"DRINKS";"1,000";"38,07"
"SUCO DE FRUTA ESPECIAL";"SUCOS E AGUA DE COCO";"2,000";"36,98"
"APPLE COSMOPOLITAN";"DRINKS";"1,000";"35,85"
"FUJI BRAMBLE";"DRINKS";"1,000";"35,78"
"SILVER CROCK";"ESPECIAIS ";"1,000";"35,05"
"GIN TONICA NACIONAL";"DRINKS";"1,000";"32,89"
"GYOZA BOVINA";"FRUTAS";"1,000";"32,58"
"GUARANA ZERO LATA";"BEBIDAS GELADAS";"3,000";"31,51"
"HARUMAKI DE CAMARAO C/ CATUPIRY - 2 UN";"FRUTAS";"1,000";"27,08"
"CERVEJA STELLA ARTOIS";"CERVEJAS";"2,000";"25,09"
"HOT SALMAO & CAMARAO C/CREAM CHEESE";"HOT";"1,000";"25,00"
"HARUMAKI DE SALMAO C/ CATUPIRY - 2 UN";"FRUTAS";"1,000";"24,92"
"BLACK LABEL DOSE";"DESTILADOS";"1,000";"24,05"
"HOT SALMAO C/CREAM CHEESE";"HOT";"1,000";"23,14"
"HARUMAKI PRIMAVERA - 2 UN IFOOD";"FRUTAS";"1,000";"23,04"
"SCHWEPPES CITRUS";"BEBIDAS GELADAS";"2,000";"21,80"
"HARUMAKI DE QUEIJO - 2 UN";"FRUTAS";"1,000";"21,66"
"NIGUIRI SALMAO";"NIGUIRI";"1,000";"20,71"
"URAMAKI CAMARAO C/CREAM CHEESE";"URAMAKI";"1,000";"20,63"
"CAMPARI TÔNICA";"DRINKS";"1,000";"19,51"
"URAMAKI SALMAO & CAMARAO C/CREAM CHEESE";"URAMAKI";"1,000";"19,02"
"CAIPIRINHA YPIOCA";"DRINKS";"1,000";"17,46"
"URAMAKI SKIN C/CREAM CHEESE";"URAMAKI";"1,000";"17,00"
"SUCO DE FRUTA NATURAL";"SUCOS E AGUA DE COCO";"1,000";"12,94"
"COCA COLA LATA";"BEBIDAS GELADAS";"1,000";"10,89"
"GUARANA ANTARCTICA LATA";"BEBIDAS GELADAS";"1,000";"10,82"
"AGUA INDAIA COM GAS ";"BEBIDAS GELADAS";"1,000";"9,70"
"EMBALAGEM PARA VIAGEM";"EMBALAGENS";"1,000";"5,44"
"FILETTO AL PEPPE VERDE";"LA CARNE";"2,000";"0,00"
"ACRÉSCIMO TEMAKI SEM ARROZ";"TEMAKI";"1,000";"0,00"
