"Produto";"Grupo";"Quantidade";"Valor"
"COMBINADO ESPECIAL";"COMBINADOS";"3,000";"621,16"
"COUVERT ARTISTICO";"SUCOS E AGUA DE COCO";"37,000";"520,23"
"COMBINADO PRIME";"COMBINADOS";"5,000";"413,07"
"USSUZUKURI TRUFADO";"TRUFADOS";"5,000";"371,24"
"COMBINADO SUNRISE";"COMBINADOS";"3,000";"343,11"
"COMBINADO SUNSET";"COMBINADOS";"6,000";"310,63"
"COMBINADO MIX";"COMBINADOS";"1,000";"264,00"
"PE TINTO";"TINTOS";"2,000";"216,51"
"FETTUCCINE DE CAMARAO THAI";"COZINHA FUJI";"3,000";"216,18"
"SALMON SANDWICH";"ESPECIAIS ";"4,000";"183,41"
"TEMAKI HARU SALMAO GRELHADO C/ QUEIJO";"TEMAKI";"6,000";"178,32"
"FILE  GORGONZOLA";"COZINHA FUJI";"2,000";"172,01"
"TEMAKI HARU SALMAO, CAMARAO C/ QUEIJO";"TEMAKI";"4,000";"169,95"
"BRIE C/GELEIA DE PIMENTA";"ESPECIAIS ";"4,000";"165,96"
"EBI RUBRA";"ESPECIAIS ";"3,000";"124,47"
"ROCK CHICKEN";"FRUTAS";"4,000";"116,34"
"MADAME";"DRINKS";"4,000";"112,33"
"PONTO NERO LIVE DREAM";"BORBULHAS";"1,000";"107,90"
"AGUA INDAIA SEM GAS";"BEBIDAS GELADAS";"11,000";"106,15"
"MOSCOW MULE SMIRNOFF";"DRINKS";"3,000";"93,67"
"CERVEJA HEINEKEN";"CERVEJAS";"6,000";"88,25"
"GYOZA IFOOD";"FRUTAS";"3,000";"87,75"
"TARTAR SHAKE CROCK";"ENTRADAS SUSHI";"1,000";"87,16"
"TEPPAN DE SALMAO";"VERDURAS E LEGUMES";"1,000";"86,53"
"MONTE INFINITUS CARBERNET SAUVIGNON";"TINTOS";"1,000";"85,82"
"TROPICAL GIN";"DRINKS";"2,000";"85,20"
"SASHIMI SALMAO";"SASHIMI";"2,000";"81,66"
"MELANCITA";"DRINKS";"2,000";"81,21"
"MOSCOW MULE BOMBAY";"DRINKS";"2,000";"80,26"
"VINHO BRANCO TAÇA";"TACAS";"3,000";"79,44"
"COMBINADO PRIME IFOOD ";"COMBINADOS";"1,000";"78,99"
"BOSSA BRAMBLE";"DRINKS";"3,000";"78,11"
"COCA COLA ZERO LATA";"BEBIDAS GELADAS";"7,000";"75,73"
"LULA RECHEADA SHIMEJI";"FRUTAS";"1,000";"75,45"
"SASHIMI PEIXE BRANCO";"SASHIMI";"2,000";"73,27"
"LITTLE BEE";"DRINKS";"2,000";"72,08"
"TEPPAN DE FRANGO";"VERDURAS E LEGUMES";"1,000";"71,50"
"FETTUCCINE DE FILE AO FUNGHI ";"PASTE";"1,000";"70,40"
"Y FILE";"VERDURAS E LEGUMES";"1,000";"70,40"
"BROWNIE DE BRIGADEIRO C/SORVETE";"SOBREMESA FUJI";"2,000";"68,02"
"DOUBLE BLACK DOSE";"DESTILADOS";"2,000";"65,49"
"CARBONARA ";"PASTE";"1,000";"63,04"
"FITZGERALD BOMBAY";"DRINKS";"2,000";"57,58"
"HOT FUJI CROCK";"HOT";"2,000";"56,59"
"BATERA SHAKE TORO";"ESPECIAIS ";"1,000";"52,46"
"ROCK SHIRIMP";"FRUTAS";"1,000";"52,37"
"DYO VIEIRAS TRUFADAS 2UND";"TRUFADOS";"1,000";"50,19"
"SALMON  BALL";"FRUTAS";"2,000";"49,83"
"CERVEJA CORONA EXTRA";"CERVEJAS";"3,000";"48,61"
"TEMAKI HARU SALMAO SHIMEJI";"TEMAKI";"1,000";"44,26"
"RED BULL TRADICIONAL";"BEBIDAS GELADAS";"2,000";"43,58"
"SASHIMI SHAKÊ TORÔ TRUFADO 2 UND";"TRUFADOS";"1,000";"42,60"
"SASHIMI ATUM";"SASHIMI";"1,000";"42,60"
"AZUMA KIRIN GUINJO DOSE";"DESTILADOS";"1,000";"41,53"
"MAKIMONO SALMAO C/CREAM CHEESE";"MAKIMONO";"2,000";"39,81"
"GIN TONICA MORANGO";"DRINKS";"1,000";"38,39"
