"Produto";"Grupo";"Quantidade";"Valor"
"COMBINADO PRIME";"COMBINADOS";"17,000";"1360,87"
"COMBINADO ESPECIAL";"COMBINADOS";"6,000";"1263,25"
"FITZGERALD BOMBAY";"DRINKS";"40,000";"1201,07"
"COUVERT ARTISTICO";"SUCOS E AGUA DE COCO";"66,000";"927,59"
"MADAME";"DRINKS";"25,000";"702,75"
"CATENA MALBEC ";"TINTOS";"2,000";"701,80"
"BOSSA BRAMBLE";"DRINKS";"26,000";"673,04"
"COMBINADO SUNSET";"COMBINADOS";"15,000";"667,82"
"COCONUT SHRIMP";"FRUTAS";"16,000";"622,67"
"ROCK CHICKEN";"FRUTAS";"21,000";"618,89"
"COMBINADO SUNSHINE";"COMBINADOS";"3,000";"527,34"
"TEMAKI HARU SALMAO GRELHADO C/ QUEIJO";"TEMAKI";"17,000";"515,74"
"COMBINADO MIX";"COMBINADOS";"2,000";"504,85"
"USSUZUKURI TRUFADO";"TRUFADOS";"6,000";"496,27"
"CASA VALDUGA NATURELLE BRANCO FRISANTE";"BRANCOS";"3,000";"427,03"
"BRIE C/GELEIA DE PIMENTA";"ESPECIAIS ";"10,000";"390,53"
"HOT SALMAO C/CREAM CHEESE";"HOT";"15,000";"367,42"
"MANHANTTAN";"ESPECIAIS ";"8,000";"329,20"
"MOSCOW MULE SMIRNOFF";"DRINKS";"13,000";"326,46"
"SASHIMI SALMAO";"SASHIMI";"8,000";"325,52"
"MORANDE VISIONARIO CHARDONNAY ";"BRANCOS";"3,000";"312,11"
"TARTAR SHAKE CROCK";"ENTRADAS SUSHI";"4,000";"307,84"
"SALMON  BALL";"FRUTAS";"11,000";"281,49"
"COMBINADO PRIME IFOOD ";"COMBINADOS";"3,000";"265,75"
"AGUA INDAIA SEM GAS";"BEBIDAS GELADAS";"27,000";"262,97"
"CERVEJA CORONA EXTRA";"CERVEJAS";"15,000";"261,51"
"MONTE INFINITUS CHARDONNAY";"BRANCOS";"3,000";"258,11"
"COCA COLA ZERO LATA";"BEBIDAS GELADAS";"24,000";"244,36"
"GYOZA BOVINA";"FRUTAS";"9,000";"240,93"
"JP AZEITAO TINTO";"TINTOS";"2,000";"240,92"
"EBI RUBRA";"ESPECIAIS ";"6,000";"237,67"
"TEMAKI HARU SALMAO, CAMARAO C/ QUEIJO";"TEMAKI";"6,000";"232,79"
"COMBINADO SUNRISE";"COMBINADOS";"2,000";"231,41"
"APEROL SPRITS";"DRINKS";"6,000";"216,81"
"YAKISOBA ESPECIAL";"VERDURAS E LEGUMES";"3,000";"216,26"
"BROWNIE DE BRIGADEIRO C/SORVETE";"SOBREMESA FUJI";"5,000";"190,91"
"CHANDON RESERVE BRUT";"BORBULHAS";"1,000";"187,99"
"HARUMAKI DE QUEIJO - 2 UN";"FRUTAS";"8,000";"187,85"
"MAKIMONO SALMAO C/CREAM CHEESE";"MAKIMONO";"9,000";"181,84"
"CERVEJA HEINEKEN";"CERVEJAS";"11,000";"180,18"
"TEMAKI HARU SALMAO C/ QUEIJO";"TEMAKI";"4,000";"175,11"
"TEMAKI HARU CAMARAO C/ QUEIJO";"TEMAKI";"6,000";"174,56"
"VINHO BRANCO TAÇA";"TACAS";"8,000";"174,07"
"MONTE INFINITUS CARBERNET SAUVIGNON";"TINTOS";"2,000";"173,58"
"ROCK SHIRIMP";"FRUTAS";"3,000";"157,92"
"SODA ITALIANA";"BEBIDAS GELADAS";"8,000";"157,16"
"CORDERO CON PIEL DE LOBO MALBEC ";"TINTOS";"1,000";"153,32"
"CERVEJA SPATEN";"CERVEJAS";"10,000";"151,43"
"ROCK CHICKEN IFOOD";"FRUTAS";"3,000";"136,20"
"SALMON SANDWICH";"ESPECIAIS ";"3,000";"136,20"
"FUJIYAMA  CAMARAO C/ QUEIJO";"TEMAKI";"2,000";"136,13"
"ARTE DE ARGENTO PINOT GRIGIO";"BRANCOS";"1,000";"132,00"
"SHIMEJI NO ALUMINIO";"FRUTAS";"2,000";"130,70"
"TEMAKI SALMAO C/ QUEIJO";"TEMAKI";"4,000";"124,70"
"LIMONCELLO SPRITZ";"DRINKS";"3,000";"114,64"
"CARAJILLO 43";"CAFES";"3,000";"108,57"
"HARUMAKI DE SALMAO C/ CATUPIRY - 2 UN";"FRUTAS";"4,000";"108,14"
"URAMAKI SALMAO C/CREAM CHEESE";"URAMAKI";"6,000";"105,39"
"RETIRAR";"ENTRADAS SUSHI";"2,000";"104,72"
"OLD PARR DOSE";"DESTILADOS";"4,000";"100,76"
"CAIPIRINHA YPIOCA";"DRINKS";"6,000";"98,86"
"AGUA INDAIA COM GAS ";"BEBIDAS GELADAS";"11,000";"97,90"
"VINHO TINTO TAÇA ";"TACAS";"4,000";"96,64"
"EBISHIN IFOOD";"FRUTAS";"2,000";"90,71"
"EBISHIN";"FRUTAS";"3,000";"88,29"
"LITTLE BEE";"DRINKS";"4,000";"86,81"
"TEPPAN DE SALMAO";"VERDURAS E LEGUMES";"1,000";"86,46"
"SASHIMI POLVO";"SASHIMI";"2,000";"85,09"
"TIGRADO";"ESPECIAIS ";"2,000";"83,23"
"TEPPAN DE FILE MIGNON";"VERDURAS E LEGUMES";"1,000";"83,06"
"MIMO";"ESPECIAIS ";"2,000";"78,45"
"NIGUIRI SALMAO";"NIGUIRI";"4,000";"75,99"
"FUJIYAMA  SALMÃO, CAMARAO C/ QUEIJO";"TEMAKI";"1,000";"70,98"
"GIN TONICA MACA VERDE";"DRINKS";"3,000";"65,67"
"GIN TONICA ORIGINAL";"DRINKS";"3,000";"65,67"
"FILE TRINCHADO GORGONZOLA";"VERDURAS E LEGUMES";"1,000";"63,52"
"CARBONARA ";"PASTE";"1,000";"63,39"
"SASHIMI BARRIGA DE SALMAO TRUFADO 5UND";"TRUFADOS";"1,000";"61,39"
"AZUMA KIRIN DOURADO DSE";"DESTILADOS";"2,000";"61,27"
"COCONUT SHRIMP IFOOD";"FRUTAS";"1,000";"60,93"
"GYOZA IFOOD";"FRUTAS";"2,000";"60,82"
"CEVICHE FRUTOS DO MAR";"ENTRADAS SUSHI";"1,000";"60,11"
"SEX ON THE BEACH";"DRINKS";"2,000";"59,03"
"HARUMAKI DE CAMARAO C/ CATUPIRY - 2 UN";"FRUTAS";"2,000";"54,60"
"SALMÃO NA CROSTA DE GERGELIM";"DEL MARE";"1,000";"54,36"
"PIRULITO DE SALMAO";"ESPECIAIS ";"1,000";"52,80"
"NIGUIRI UNAGUI • DUPLA";"SUSHI DESIGN";"1,000";"52,63"
