"Produto";"Grupo";"Quantidade";"Valor"
"COMBINADO PRIME IFOOD ";"COMBINADOS";"2,000";"164,01"
"CAIPIRINHA YPIOCA";"DRINKS";"9,000";"157,80"
"CERVEJA STELLA ARTOIS";"CERVEJAS";"10,000";"152,17"
"SALMON  BALL";"FRUTAS";"6,000";"150,97"
"LATITUD 33 SAUVIGNON BLANC ";"BRANCOS";"1,000";"137,50"
"FUJIYAMA SALMAO C/ QUEIJO";"TEMAKI";"2,000";"136,75"
"TERRE SICILIANE PINOT GRIGIO";"BRANCOS";"1,000";"136,70"
"AGUA INDAIA COM GAS ";"BEBIDAS GELADAS";"14,000";"136,46"
"CERVEJA HEINEKEN";"CERVEJAS";"8,000";"129,70"
"TEMAKI HARU SALMAO GRELHADO C/ QUEIJO";"TEMAKI";"3,000";"128,70"
"SASHIMI VIEIRAS TRUFADAS 5UND";"TRUFADOS";"2,000";"127,92"
"OLD PARR DOSE";"DESTILADOS";"5,000";"125,65"
"HOT CAMARAO C/CREAM CHEESE";"HOT";"5,000";"125,26"
"EBI RUBRA";"ESPECIAIS ";"3,000";"121,75"
"BROWNIE DE BRIGADEIRO C/SORVETE";"SOBREMESA FUJI";"4,000";"115,17"
"URAMAKI SHAKE CRUMBS";"ESPECIAIS ";"3,000";"111,33"
"PONTO NERO LIVE DREAM";"BORBULHAS";"1,000";"108,90"
"RED BULL TRADICIONAL";"BEBIDAS GELADAS";"5,000";"108,86"
"MORANDE VISIONARIO CHARDONNAY ";"BRANCOS";"1,000";"103,69"
"MONTE INFINITUS SAUVIGNON BLANC ";"BRANCOS";"1,000";"99,00"
"CAIPIROSKA SMIRNOFF";"DRINKS";"3,000";"98,19"
"SALMÃO NA CROSTA DE GERGELIM";"DEL MARE";"1,000";"96,84"
"SALMON SANDWICH";"ESPECIAIS ";"2,000";"92,40"
"PIRULITO DE SALMAO";"ESPECIAIS ";"2,000";"90,95"
"HARUMAKI DE QUEIJO - 2 UN";"FRUTAS";"4,000";"90,27"
"TARTAR SHAKE CROCK";"ENTRADAS SUSHI";"1,000";"87,89"
"RED BULL SUGAR FREE";"BEBIDAS GELADAS";"4,000";"87,30"
"GIN TONICA MACA VERDE";"DRINKS";"4,000";"87,26"
"VINHO TINTO TAÇA ";"TACAS";"4,000";"86,58"
"STEAK AO POIVRE";"VERDURAS E LEGUMES";"1,000";"85,73"
"HOT FUJI CROCK";"HOT";"3,000";"85,28"
"TROPICAL GIN";"DRINKS";"2,000";"84,34"
"SILVER CROCK";"ESPECIAIS ";"2,000";"83,04"
"TROUXINHA DE DOCE DE LEITE 4UND";"SOBREMESA FUJI";"2,000";"76,78"
"TEMAKI SALMAO, CAMARAO C/ QUEIJO";"TEMAKI";"2,000";"76,35"
"YAKISOBA ESPECIAL";"VERDURAS E LEGUMES";"1,000";"75,90"
"LULA RECHEADA SHIMEJI";"FRUTAS";"1,000";"75,35"
"SPAGHETTI DE CAMARÃO AO POMODORO";"PASTE";"1,000";"74,80"
"PENNE DE FILE AO GORGONZOLA";"COZINHA FUJI";"1,000";"74,80"
"FETTUCCINE DE CAMARAO THAI";"COZINHA FUJI";"1,000";"74,28"
"TEMAKI CAMARAO C/ QUEIJO";"TEMAKI";"2,000";"73,04"
"APEROL SPRITS";"DRINKS";"2,000";"71,90"
"HARUMAKI PRIMAVERA - 2 UN";"FRUTAS";"3,000";"68,67"
"BOSSA BRAMBLE";"DRINKS";"3,000";"65,38"
"ROLHA DE VINHO";"SUCOS E AGUA DE COCO";"1,000";"65,15"
"SUCO DE FRUTA NATURAL";"SUCOS E AGUA DE COCO";"5,000";"65,14"
"FILE TRINCHADO GORGONZOLA";"VERDURAS E LEGUMES";"1,000";"63,80"
"MOJITO";"DRINKS";"2,000";"61,60"
"COCONUT SHRIMP IFOOD";"FRUTAS";"1,000";"60,33"
"RETIRAR";"ENTRADAS SUSHI";"1,000";"57,85"
"SUCO DE FRUTA ESPECIAL";"SUCOS E AGUA DE COCO";"3,000";"55,49"
"GENGIBRADA SMIRNOFF";"DRINKS";"2,000";"54,78"
"BATERA SHAKE TORO";"ESPECIAIS ";"1,000";"52,13"
"NIGUIRI VIEIRA TRUFADA • DUPLA";"TRUFADOS";"1,000";"52,13"
"DYO VIEIRAS TRUFADAS 2UND";"TRUFADOS";"1,000";"50,60"
" MISTO";"VERDURAS E LEGUMES";"1,000";"46,52"
"CEVICHE FRUTOS DO MAR";"ENTRADAS SUSHI";"1,000";"45,78"
"URAMAKI EBITEN ESPECIAL";"ESPECIAIS ";"1,000";"44,00"
"GIN TONICA TANGERINA";"DRINKS";"2,000";"43,78"
"GUARANA ZERO LATA";"BEBIDAS GELADAS";"4,000";"43,38"
"TEMAKI SALMAO C/ SHIMEJI";"TEMAKI";"1,000";"42,90"
"ROCK CHICKEN IFOOD";"FRUTAS";"1,000";"42,19"
"TIGRADO";"ESPECIAIS ";"1,000";"41,80"
"URAMAKI CAMARAO C/CREAM CHEESE";"URAMAKI";"2,000";"41,12"
"CAMPARI TÔNICA";"DRINKS";"2,000";"39,38"
"MISSOSHIRO";"FRUTAS";"2,000";"39,37"
"SASHIMI POLVO";"SASHIMI";"1,000";"39,14"
"TEMAKI HARU SALMAO SHIMEJI";"TEMAKI";"1,000";"38,99"
"CLERICOT";"DRINKS";"1,000";"38,39"
"SASHIMI PEIXE BRANCO";"SASHIMI";"1,000";"37,90"
"MOSCOW MULE TRADICIONAL";"DRINKS";"1,000";"37,89"
"CAIPIROSKA  ABSOLUT";"DRINKS";"1,000";"37,14"
"NIGUIRI SALMAO";"NIGUIRI";"2,000";"36,31"
"MAKIMONO SALMAO C/CREAM CHEESE";"MAKIMONO";"2,000";"36,24"
"CARAJILLO 43";"CAFES";"1,000";"36,19"
"FUJI BRAMBLE";"DRINKS";"1,000";"35,39"
"SASHIMI ATUM";"SASHIMI";"1,000";"35,36"
"URAMAKI SALMAO C/CREAM CHEESE";"URAMAKI";"3,000";"34,95"
"AZEDINHO VODKA";"DRINKS";"1,000";"32,89"
"AGUA DE COCO JARRA";"SUCOS E AGUA DE COCO";"2,000";"32,57"
"GYOZA IFOOD";"FRUTAS";"1,000";"30,09"
"SEX ON THE BEACH";"DRINKS";"1,000";"29,70"
"COCA COLA LATA";"BEBIDAS GELADAS";"5,000";"23,91"
"GIN TONICA ORIGINAL";"DRINKS";"1,000";"21,76"
"GIN TONICA MORANGO";"DRINKS";"1,000";"21,70"
"MAKIMONO CAMARAO C/CREAM CHEESE";"MAKIMONO";"2,000";"20,79"
"MAKIMONO SALMAO & CAMARAO C/CREAM CHEESE";"MAKIMONO";"1,000";"20,79"
"NIGUIRI ATUM •  DUPLA";"NIGUIRI";"1,000";"18,59"
"MAKIMONO SKIN C/CREAM CHEESE";"MAKIMONO";"1,000";"18,59"
"CERVEJA CORONA EXTRA";"CERVEJAS";"1,000";"17,49"
"EMBALAGEM PARA VIAGEM";"EMBALAGENS";"3,000";"16,50"
"CERVEJA SPATEN";"CERVEJAS";"1,000";"15,29"
"NIGUIRI SKIN CROCK";"NIGUIRI";"1,000";"14,99"
"SPRITE FRESH LIMAO";"BEBIDAS GELADAS";"1,000";"10,83"
"GUARANA ANTARCTICA LATA";"BEBIDAS GELADAS";"1,000";"10,74"
"TEMAKIS SALMÃO GRELHADO C/ QUEIJO";"TEMAKI";"1,000";"0,00"
"CAFE NESPRESSO";"CAFES";"1,000";"0,00"
"REFRIGERANTES";"BEBIDAS GELADAS";"1,000";"0,00"
"AGUA INDAIA COM GAS";"BEBIDAS GELADAS";"1,000";"0,00"
"ACRÉSCIMO TEMAKI SEM ARROZ";"TEMAKI";"1,000";"0,00"
